Instance,FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
B,0.4825384958,0.2950120769,0.0011109221,0.0007920050,0.3228294044,0.3267411022,2.0784493096,0.4334612408,-0.0014494011,0.5646056163,-0.0000130431,0.0001272004,0.0000920602,0.0000607121,-0.1970514493,0.3483840880,1.9462754820,0.4303167740,-0.0147283246,0.5136197486,0.5070000000,0.0397567604,0.0422109008,0.0109836176,-0.3078483568,0.3040980819,1.8750556019,0.4495364317,0.1597838585,0.5046197336
