Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 45150 | GridSize: 290
Generation 2 | Revalues: 54050 | GridSize: 300
Generation 3 | Revalues: 60080 | GridSize: 300
Generation 4 | Revalues: 63180 | GridSize: 300
Generation 5 | Revalues: 66460 | GridSize: 300
Generation 6 | Revalues: 68390 | GridSize: 300
Generation 7 | Revalues: 72460 | GridSize: 300
Generation 8 | Revalues: 75020 | GridSize: 300
Generation 9 | Revalues: 77000 | GridSize: 300
Generation 10 | Revalues: 78780 | GridSize: 299
Generation 11 | Revalues: 81940 | GridSize: 300
Generation 12 | Revalues: 83290 | GridSize: 299
Generation 13 | Revalues: 85630 | GridSize: 300
Generation 14 | Revalues: 87620 | GridSize: 300
Generation 15 | Revalues: 89750 | GridSize: 300
Generation 16 | Revalues: 91230 | GridSize: 300
Generation 17 | Revalues: 94000 | GridSize: 300
Generation 18 | Revalues: 96410 | GridSize: 300
Generation 19 | Revalues: 98640 | GridSize: 300
Generation 20 | Revalues: 100440 | GridSize: 300
Generation 21 | Revalues: 102390 | GridSize: 300
Generation 22 | Revalues: 104810 | GridSize: 300
Generation 23 | Revalues: 106740 | GridSize: 300
Generation 24 | Revalues: 108250 | GridSize: 300
Generation 25 | Revalues: 110690 | GridSize: 300
Generation 26 | Revalues: 113190 | GridSize: 300
Generation 27 | Revalues: 114890 | GridSize: 300
Generation 28 | Revalues: 116520 | GridSize: 300
Generation 29 | Revalues: 118730 | GridSize: 300
Generation 30 | Revalues: 120600 | GridSize: 300
Generation 31 | Revalues: 122480 | GridSize: 300
Generation 32 | Revalues: 123870 | GridSize: 300
Generation 33 | Revalues: 125410 | GridSize: 300
Generation 34 | Revalues: 127120 | GridSize: 300
Generation 35 | Revalues: 129090 | GridSize: 300
Generation 36 | Revalues: 130790 | GridSize: 300
Generation 37 | Revalues: 132970 | GridSize: 300
Generation 38 | Revalues: 134750 | GridSize: 300
Generation 39 | Revalues: 136270 | GridSize: 300
Generation 40 | Revalues: 138310 | GridSize: 300
Generation 41 | Revalues: 140740 | GridSize: 299
Generation 42 | Revalues: 142450 | GridSize: 300
Generation 43 | Revalues: 143690 | GridSize: 300
Generation 44 | Revalues: 145090 | GridSize: 300
Generation 45 | Revalues: 146590 | GridSize: 300
Generation 46 | Revalues: 147960 | GridSize: 300
Generation 47 | Revalues: 149560 | GridSize: 300
