Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
H,0.2568000000,0.0492113808,0.3050032710,3.3846119706,-0.4598018543,0.2332000000,0.0324616697,0.0749516970,1.8424629945,-0.1049166554,0.5100000000,0.0544793539,0.0420560748,3.9629361891,1.0018879878,0.0720000000,0.0174355958,-0.1691961776,2.3898891967,0.3260118323
