Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 304 | GridSize: 9
Generation 2 | Revalues: 528 | GridSize: 16
Generation 3 | Revalues: 744 | GridSize: 25
Generation 4 | Revalues: 970 | GridSize: 22
Generation 5 | Revalues: 1164 | GridSize: 22
Generation 6 | Revalues: 1354 | GridSize: 25
Generation 7 | Revalues: 1586 | GridSize: 36
Generation 8 | Revalues: 1764 | GridSize: 29
Generation 9 | Revalues: 1972 | GridSize: 32
Generation 10 | Revalues: 2146 | GridSize: 38
Generation 11 | Revalues: 2322 | GridSize: 29
Generation 12 | Revalues: 2542 | GridSize: 34
Generation 13 | Revalues: 2772 | GridSize: 35
Generation 14 | Revalues: 2958 | GridSize: 26
Generation 15 | Revalues: 3152 | GridSize: 32
Generation 16 | Revalues: 3354 | GridSize: 42
Generation 17 | Revalues: 3552 | GridSize: 52
Generation 18 | Revalues: 3738 | GridSize: 50
Generation 19 | Revalues: 3948 | GridSize: 54
Generation 20 | Revalues: 4128 | GridSize: 63
Generation 21 | Revalues: 4330 | GridSize: 59
Generation 22 | Revalues: 4522 | GridSize: 60
Generation 23 | Revalues: 4736 | GridSize: 65
Generation 24 | Revalues: 4944 | GridSize: 69
Generation 25 | Revalues: 5136 | GridSize: 58
Generation 26 | Revalues: 5362 | GridSize: 55
Generation 27 | Revalues: 5544 | GridSize: 60
Generation 28 | Revalues: 5742 | GridSize: 64
Generation 29 | Revalues: 5946 | GridSize: 62
Generation 30 | Revalues: 6134 | GridSize: 59
Generation 31 | Revalues: 6344 | GridSize: 71
Generation 32 | Revalues: 6548 | GridSize: 65
Generation 33 | Revalues: 6752 | GridSize: 68
Generation 34 | Revalues: 6954 | GridSize: 70
Generation 35 | Revalues: 7162 | GridSize: 70
Generation 36 | Revalues: 7370 | GridSize: 73
Generation 37 | Revalues: 7578 | GridSize: 74
Generation 38 | Revalues: 7770 | GridSize: 75
Generation 39 | Revalues: 7954 | GridSize: 78
Generation 40 | Revalues: 8124 | GridSize: 76
Generation 41 | Revalues: 8324 | GridSize: 82
Generation 42 | Revalues: 8508 | GridSize: 85
Generation 43 | Revalues: 8694 | GridSize: 88
Generation 44 | Revalues: 8900 | GridSize: 85
Generation 45 | Revalues: 9082 | GridSize: 86
Generation 46 | Revalues: 9292 | GridSize: 92
Generation 47 | Revalues: 9482 | GridSize: 90
Generation 48 | Revalues: 9658 | GridSize: 96
Generation 49 | Revalues: 9842 | GridSize: 95
Generation 50 | Revalues: 10028 | GridSize: 105
Generation 51 | Revalues: 10224 | GridSize: 102
Generation 52 | Revalues: 10430 | GridSize: 99
Generation 53 | Revalues: 10624 | GridSize: 102
Generation 54 | Revalues: 10848 | GridSize: 107
Generation 55 | Revalues: 11046 | GridSize: 102
Generation 56 | Revalues: 11240 | GridSize: 108
Generation 57 | Revalues: 11436 | GridSize: 105
Generation 58 | Revalues: 11650 | GridSize: 101
Generation 59 | Revalues: 11850 | GridSize: 103
Generation 60 | Revalues: 12054 | GridSize: 106
Generation 61 | Revalues: 12260 | GridSize: 107
Generation 62 | Revalues: 12476 | GridSize: 111
Generation 63 | Revalues: 12678 | GridSize: 114
Generation 64 | Revalues: 12890 | GridSize: 113
Generation 65 | Revalues: 13092 | GridSize: 117
Generation 66 | Revalues: 13288 | GridSize: 121
Generation 67 | Revalues: 13486 | GridSize: 123
Generation 68 | Revalues: 13670 | GridSize: 126
Generation 69 | Revalues: 13886 | GridSize: 124
Generation 70 | Revalues: 14084 | GridSize: 127
Generation 71 | Revalues: 14304 | GridSize: 124
Generation 72 | Revalues: 14496 | GridSize: 134
Generation 73 | Revalues: 14714 | GridSize: 143
Generation 74 | Revalues: 14930 | GridSize: 142
Generation 75 | Revalues: 15138 | GridSize: 145
Generation 76 | Revalues: 15300 | GridSize: 145
Generation 77 | Revalues: 15502 | GridSize: 149
Generation 78 | Revalues: 15710 | GridSize: 153
Generation 79 | Revalues: 15898 | GridSize: 148
Generation 80 | Revalues: 16112 | GridSize: 147
Generation 81 | Revalues: 16298 | GridSize: 149
Generation 82 | Revalues: 16482 | GridSize: 138
Generation 83 | Revalues: 16706 | GridSize: 137
Generation 84 | Revalues: 16886 | GridSize: 140
Generation 85 | Revalues: 17092 | GridSize: 145
Generation 86 | Revalues: 17308 | GridSize: 148
Generation 87 | Revalues: 17494 | GridSize: 151
Generation 88 | Revalues: 17686 | GridSize: 162
Generation 89 | Revalues: 17894 | GridSize: 163
Generation 90 | Revalues: 18100 | GridSize: 149
Generation 91 | Revalues: 18326 | GridSize: 141
Generation 92 | Revalues: 18572 | GridSize: 136
Generation 93 | Revalues: 18784 | GridSize: 142
Generation 94 | Revalues: 18972 | GridSize: 148
Generation 95 | Revalues: 19178 | GridSize: 140
Generation 96 | Revalues: 19384 | GridSize: 144
Generation 97 | Revalues: 19568 | GridSize: 148
Generation 98 | Revalues: 19790 | GridSize: 152
Generation 99 | Revalues: 19982 | GridSize: 157
Generation 100 | Revalues: 20186 | GridSize: 165
Generation 101 | Revalues: 20392 | GridSize: 176
Generation 102 | Revalues: 20568 | GridSize: 168
Generation 103 | Revalues: 20782 | GridSize: 154
Generation 104 | Revalues: 20968 | GridSize: 154
Generation 105 | Revalues: 21180 | GridSize: 156
Generation 106 | Revalues: 21390 | GridSize: 160
Generation 107 | Revalues: 21580 | GridSize: 162
Generation 108 | Revalues: 21798 | GridSize: 162
Generation 109 | Revalues: 21990 | GridSize: 164
Generation 110 | Revalues: 22182 | GridSize: 160
Generation 111 | Revalues: 22394 | GridSize: 161
Generation 112 | Revalues: 22600 | GridSize: 161
Generation 113 | Revalues: 22798 | GridSize: 157
Generation 114 | Revalues: 22996 | GridSize: 161
Generation 115 | Revalues: 23192 | GridSize: 157
Generation 116 | Revalues: 23386 | GridSize: 153
Generation 117 | Revalues: 23612 | GridSize: 142
Generation 118 | Revalues: 23786 | GridSize: 151
Generation 119 | Revalues: 24002 | GridSize: 153
Generation 120 | Revalues: 24194 | GridSize: 156
Generation 121 | Revalues: 24378 | GridSize: 156
Generation 122 | Revalues: 24602 | GridSize: 165
Generation 123 | Revalues: 24780 | GridSize: 164
Generation 124 | Revalues: 24980 | GridSize: 161
Generation 125 | Revalues: 25184 | GridSize: 158
Generation 126 | Revalues: 25394 | GridSize: 171
Generation 127 | Revalues: 25590 | GridSize: 170
Generation 128 | Revalues: 25814 | GridSize: 165
Generation 129 | Revalues: 26000 | GridSize: 170
Generation 130 | Revalues: 26204 | GridSize: 170
Generation 131 | Revalues: 26418 | GridSize: 162
Generation 132 | Revalues: 26630 | GridSize: 158
Generation 133 | Revalues: 26834 | GridSize: 153
Generation 134 | Revalues: 27034 | GridSize: 150
Generation 135 | Revalues: 27220 | GridSize: 155
Generation 136 | Revalues: 27414 | GridSize: 158
Generation 137 | Revalues: 27614 | GridSize: 156
Generation 138 | Revalues: 27830 | GridSize: 148
Generation 139 | Revalues: 28030 | GridSize: 146
Generation 140 | Revalues: 28238 | GridSize: 147
Generation 141 | Revalues: 28440 | GridSize: 157
Generation 142 | Revalues: 28624 | GridSize: 156
Generation 143 | Revalues: 28820 | GridSize: 158
Generation 144 | Revalues: 29026 | GridSize: 160
Generation 145 | Revalues: 29232 | GridSize: 157
