Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 322 | GridSize: 3
Generation 2 | Revalues: 548 | GridSize: 5
Generation 3 | Revalues: 770 | GridSize: 5
Generation 4 | Revalues: 998 | GridSize: 2
Generation 5 | Revalues: 1216 | GridSize: 7
Generation 6 | Revalues: 1444 | GridSize: 6
Generation 7 | Revalues: 1642 | GridSize: 9
Generation 8 | Revalues: 1886 | GridSize: 7
Generation 9 | Revalues: 2114 | GridSize: 10
Generation 10 | Revalues: 2326 | GridSize: 14
Generation 11 | Revalues: 2522 | GridSize: 19
Generation 12 | Revalues: 2740 | GridSize: 18
Generation 13 | Revalues: 2970 | GridSize: 17
Generation 14 | Revalues: 3216 | GridSize: 19
Generation 15 | Revalues: 3448 | GridSize: 16
Generation 16 | Revalues: 3658 | GridSize: 19
Generation 17 | Revalues: 3884 | GridSize: 18
Generation 18 | Revalues: 4082 | GridSize: 22
Generation 19 | Revalues: 4292 | GridSize: 18
Generation 20 | Revalues: 4484 | GridSize: 24
Generation 21 | Revalues: 4722 | GridSize: 25
Generation 22 | Revalues: 4956 | GridSize: 18
Generation 23 | Revalues: 5170 | GridSize: 24
Generation 24 | Revalues: 5358 | GridSize: 33
Generation 25 | Revalues: 5580 | GridSize: 25
Generation 26 | Revalues: 5820 | GridSize: 24
Generation 27 | Revalues: 6032 | GridSize: 30
Generation 28 | Revalues: 6214 | GridSize: 25
Generation 29 | Revalues: 6408 | GridSize: 19
Generation 30 | Revalues: 6626 | GridSize: 20
Generation 31 | Revalues: 6862 | GridSize: 29
Generation 32 | Revalues: 7092 | GridSize: 26
Generation 33 | Revalues: 7312 | GridSize: 37
Generation 34 | Revalues: 7550 | GridSize: 33
Generation 35 | Revalues: 7784 | GridSize: 27
Generation 36 | Revalues: 8012 | GridSize: 26
Generation 37 | Revalues: 8236 | GridSize: 24
Generation 38 | Revalues: 8438 | GridSize: 28
Generation 39 | Revalues: 8660 | GridSize: 30
Generation 40 | Revalues: 8882 | GridSize: 24
Generation 41 | Revalues: 9114 | GridSize: 22
Generation 42 | Revalues: 9308 | GridSize: 14
Generation 43 | Revalues: 9544 | GridSize: 18
Generation 44 | Revalues: 9760 | GridSize: 27
Generation 45 | Revalues: 9984 | GridSize: 26
Generation 46 | Revalues: 10196 | GridSize: 23
Generation 47 | Revalues: 10418 | GridSize: 27
Generation 48 | Revalues: 10636 | GridSize: 29
Generation 49 | Revalues: 10842 | GridSize: 28
Generation 50 | Revalues: 11070 | GridSize: 25
Generation 51 | Revalues: 11298 | GridSize: 24
Generation 52 | Revalues: 11514 | GridSize: 18
Generation 53 | Revalues: 11726 | GridSize: 25
Generation 54 | Revalues: 11946 | GridSize: 28
Generation 55 | Revalues: 12188 | GridSize: 27
Generation 56 | Revalues: 12400 | GridSize: 28
Generation 57 | Revalues: 12614 | GridSize: 27
Generation 58 | Revalues: 12838 | GridSize: 28
Generation 59 | Revalues: 13050 | GridSize: 29
Generation 60 | Revalues: 13260 | GridSize: 30
Generation 61 | Revalues: 13492 | GridSize: 37
Generation 62 | Revalues: 13712 | GridSize: 32
Generation 63 | Revalues: 13942 | GridSize: 27
Generation 64 | Revalues: 14146 | GridSize: 31
Generation 65 | Revalues: 14366 | GridSize: 39
Generation 66 | Revalues: 14588 | GridSize: 42
Generation 67 | Revalues: 14814 | GridSize: 42
Generation 68 | Revalues: 15036 | GridSize: 43
Generation 69 | Revalues: 15266 | GridSize: 32
Generation 70 | Revalues: 15488 | GridSize: 37
Generation 71 | Revalues: 15710 | GridSize: 35
Generation 72 | Revalues: 15918 | GridSize: 38
Generation 73 | Revalues: 16150 | GridSize: 33
Generation 74 | Revalues: 16376 | GridSize: 31
Generation 75 | Revalues: 16592 | GridSize: 29
Generation 76 | Revalues: 16816 | GridSize: 29
Generation 77 | Revalues: 17038 | GridSize: 25
Generation 78 | Revalues: 17268 | GridSize: 28
Generation 79 | Revalues: 17488 | GridSize: 32
Generation 80 | Revalues: 17708 | GridSize: 35
Generation 81 | Revalues: 17916 | GridSize: 41
Generation 82 | Revalues: 18130 | GridSize: 44
Generation 83 | Revalues: 18318 | GridSize: 40
Generation 84 | Revalues: 18518 | GridSize: 38
Generation 85 | Revalues: 18732 | GridSize: 34
Generation 86 | Revalues: 18938 | GridSize: 40
Generation 87 | Revalues: 19174 | GridSize: 34
Generation 88 | Revalues: 19370 | GridSize: 34
Generation 89 | Revalues: 19592 | GridSize: 35
Generation 90 | Revalues: 19794 | GridSize: 27
Generation 91 | Revalues: 20014 | GridSize: 25
Generation 92 | Revalues: 20240 | GridSize: 32
Generation 93 | Revalues: 20460 | GridSize: 30
Generation 94 | Revalues: 20690 | GridSize: 35
Generation 95 | Revalues: 20932 | GridSize: 47
Generation 96 | Revalues: 21168 | GridSize: 43
Generation 97 | Revalues: 21394 | GridSize: 38
Generation 98 | Revalues: 21634 | GridSize: 32
Generation 99 | Revalues: 21864 | GridSize: 38
Generation 100 | Revalues: 22082 | GridSize: 42
Generation 101 | Revalues: 22306 | GridSize: 45
Generation 102 | Revalues: 22510 | GridSize: 43
Generation 103 | Revalues: 22736 | GridSize: 40
Generation 104 | Revalues: 22962 | GridSize: 45
Generation 105 | Revalues: 23184 | GridSize: 42
Generation 106 | Revalues: 23392 | GridSize: 35
Generation 107 | Revalues: 23614 | GridSize: 37
Generation 108 | Revalues: 23836 | GridSize: 27
Generation 109 | Revalues: 24050 | GridSize: 33
Generation 110 | Revalues: 24280 | GridSize: 46
Generation 111 | Revalues: 24484 | GridSize: 43
Generation 112 | Revalues: 24714 | GridSize: 41
Generation 113 | Revalues: 24922 | GridSize: 39
Generation 114 | Revalues: 25150 | GridSize: 46
Generation 115 | Revalues: 25360 | GridSize: 40
Generation 116 | Revalues: 25578 | GridSize: 37
Generation 117 | Revalues: 25830 | GridSize: 38
Generation 118 | Revalues: 26064 | GridSize: 44
Generation 119 | Revalues: 26266 | GridSize: 41
Generation 120 | Revalues: 26470 | GridSize: 42
Generation 121 | Revalues: 26692 | GridSize: 54
Generation 122 | Revalues: 26892 | GridSize: 53
Generation 123 | Revalues: 27104 | GridSize: 55
Generation 124 | Revalues: 27348 | GridSize: 46
Generation 125 | Revalues: 27580 | GridSize: 50
Generation 126 | Revalues: 27816 | GridSize: 51
Generation 127 | Revalues: 28036 | GridSize: 60
Generation 128 | Revalues: 28282 | GridSize: 51
Generation 129 | Revalues: 28480 | GridSize: 43
Generation 130 | Revalues: 28698 | GridSize: 48
Generation 131 | Revalues: 28926 | GridSize: 48
Generation 132 | Revalues: 29160 | GridSize: 44
Generation 133 | Revalues: 29386 | GridSize: 46
Generation 134 | Revalues: 29618 | GridSize: 47
Generation 135 | Revalues: 29850 | GridSize: 46
Generation 136 | Revalues: 30080 | GridSize: 46
Generation 137 | Revalues: 30282 | GridSize: 46
Generation 138 | Revalues: 30508 | GridSize: 44
Generation 139 | Revalues: 30740 | GridSize: 46
Generation 140 | Revalues: 30964 | GridSize: 53
Generation 141 | Revalues: 31174 | GridSize: 51
Generation 142 | Revalues: 31410 | GridSize: 49
Generation 143 | Revalues: 31630 | GridSize: 58
Generation 144 | Revalues: 31844 | GridSize: 57
Generation 145 | Revalues: 32052 | GridSize: 62
Generation 146 | Revalues: 32262 | GridSize: 57
Generation 147 | Revalues: 32488 | GridSize: 53
Generation 148 | Revalues: 32710 | GridSize: 55
Generation 149 | Revalues: 32926 | GridSize: 59
Generation 150 | Revalues: 33128 | GridSize: 54
Generation 151 | Revalues: 33368 | GridSize: 61
Generation 152 | Revalues: 33566 | GridSize: 64
Generation 153 | Revalues: 33774 | GridSize: 65
Generation 154 | Revalues: 33980 | GridSize: 64
Generation 155 | Revalues: 34200 | GridSize: 64
Generation 156 | Revalues: 34434 | GridSize: 78
Generation 157 | Revalues: 34664 | GridSize: 84
Generation 158 | Revalues: 34876 | GridSize: 85
Generation 159 | Revalues: 35098 | GridSize: 73
Generation 160 | Revalues: 35304 | GridSize: 75
Generation 161 | Revalues: 35508 | GridSize: 69
Generation 162 | Revalues: 35718 | GridSize: 74
Generation 163 | Revalues: 35948 | GridSize: 68
Generation 164 | Revalues: 36194 | GridSize: 73
Generation 165 | Revalues: 36416 | GridSize: 66
Generation 166 | Revalues: 36626 | GridSize: 64
Generation 167 | Revalues: 36848 | GridSize: 65
Generation 168 | Revalues: 37078 | GridSize: 63
Generation 169 | Revalues: 37292 | GridSize: 57
Generation 170 | Revalues: 37502 | GridSize: 55
Generation 171 | Revalues: 37734 | GridSize: 61
Generation 172 | Revalues: 37936 | GridSize: 59
Generation 173 | Revalues: 38158 | GridSize: 53
Generation 174 | Revalues: 38382 | GridSize: 62
Generation 175 | Revalues: 38606 | GridSize: 65
Generation 176 | Revalues: 38830 | GridSize: 58
Generation 177 | Revalues: 39046 | GridSize: 67
Generation 178 | Revalues: 39306 | GridSize: 63
