Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 49360 | GridSize: 292
Generation 2 | Revalues: 56570 | GridSize: 300
Generation 3 | Revalues: 60680 | GridSize: 300
Generation 4 | Revalues: 65310 | GridSize: 300
Generation 5 | Revalues: 68740 | GridSize: 300
Generation 6 | Revalues: 71830 | GridSize: 300
Generation 7 | Revalues: 74540 | GridSize: 300
Generation 8 | Revalues: 77000 | GridSize: 300
Generation 9 | Revalues: 79530 | GridSize: 300
Generation 10 | Revalues: 81680 | GridSize: 298
Generation 11 | Revalues: 83200 | GridSize: 300
Generation 12 | Revalues: 85330 | GridSize: 300
Generation 13 | Revalues: 87700 | GridSize: 300
Generation 14 | Revalues: 89900 | GridSize: 300
Generation 15 | Revalues: 92070 | GridSize: 300
Generation 16 | Revalues: 93610 | GridSize: 300
Generation 17 | Revalues: 95320 | GridSize: 299
Generation 18 | Revalues: 97620 | GridSize: 300
Generation 19 | Revalues: 98920 | GridSize: 299
Generation 20 | Revalues: 100730 | GridSize: 300
Generation 21 | Revalues: 102560 | GridSize: 300
Generation 22 | Revalues: 104930 | GridSize: 300
Generation 23 | Revalues: 108130 | GridSize: 300
Generation 24 | Revalues: 110130 | GridSize: 300
Generation 25 | Revalues: 111720 | GridSize: 300
Generation 26 | Revalues: 113120 | GridSize: 300
Generation 27 | Revalues: 114540 | GridSize: 300
Generation 28 | Revalues: 116650 | GridSize: 300
Generation 29 | Revalues: 118280 | GridSize: 300
Generation 30 | Revalues: 120090 | GridSize: 298
Generation 31 | Revalues: 121660 | GridSize: 300
Generation 32 | Revalues: 123700 | GridSize: 300
Generation 33 | Revalues: 126010 | GridSize: 299
Generation 34 | Revalues: 127500 | GridSize: 300
Generation 35 | Revalues: 129090 | GridSize: 300
Generation 36 | Revalues: 130830 | GridSize: 300
Generation 37 | Revalues: 132220 | GridSize: 300
Generation 38 | Revalues: 134160 | GridSize: 300
Generation 39 | Revalues: 135870 | GridSize: 300
Generation 40 | Revalues: 137150 | GridSize: 300
Generation 41 | Revalues: 138590 | GridSize: 300
Generation 42 | Revalues: 139810 | GridSize: 300
Generation 43 | Revalues: 141120 | GridSize: 300
Generation 44 | Revalues: 142750 | GridSize: 300
Generation 45 | Revalues: 144560 | GridSize: 300
Generation 46 | Revalues: 146060 | GridSize: 300
Generation 47 | Revalues: 147350 | GridSize: 300
Generation 48 | Revalues: 149030 | GridSize: 300
Generation 49 | Revalues: 150310 | GridSize: 300
Generation 50 | Revalues: 152040 | GridSize: 300
Generation 51 | Revalues: 153360 | GridSize: 299
Generation 52 | Revalues: 155170 | GridSize: 299
Generation 53 | Revalues: 156540 | GridSize: 300
Generation 54 | Revalues: 158080 | GridSize: 300
Generation 55 | Revalues: 159680 | GridSize: 300
Generation 56 | Revalues: 160970 | GridSize: 300
Generation 57 | Revalues: 162050 | GridSize: 300
Generation 58 | Revalues: 163560 | GridSize: 299
Generation 59 | Revalues: 165070 | GridSize: 300
Generation 60 | Revalues: 166460 | GridSize: 300
Generation 61 | Revalues: 167830 | GridSize: 300
Generation 62 | Revalues: 169110 | GridSize: 300
Generation 63 | Revalues: 170620 | GridSize: 300
Generation 64 | Revalues: 171980 | GridSize: 299
Generation 65 | Revalues: 173220 | GridSize: 300
Generation 66 | Revalues: 174740 | GridSize: 300
Generation 67 | Revalues: 176290 | GridSize: 300
Generation 68 | Revalues: 177470 | GridSize: 300
Generation 69 | Revalues: 178810 | GridSize: 300
Generation 70 | Revalues: 180300 | GridSize: 300
Generation 71 | Revalues: 181460 | GridSize: 297
Generation 72 | Revalues: 182910 | GridSize: 300
Generation 73 | Revalues: 184370 | GridSize: 300
Generation 74 | Revalues: 185540 | GridSize: 300
Generation 75 | Revalues: 186860 | GridSize: 300
Generation 76 | Revalues: 188500 | GridSize: 300
Generation 77 | Revalues: 189930 | GridSize: 300
Generation 78 | Revalues: 191210 | GridSize: 300
Generation 79 | Revalues: 192680 | GridSize: 300
Generation 80 | Revalues: 194160 | GridSize: 300
Generation 81 | Revalues: 195580 | GridSize: 300
Generation 82 | Revalues: 197090 | GridSize: 299
Generation 83 | Revalues: 198410 | GridSize: 300
Generation 84 | Revalues: 200060 | GridSize: 300
Generation 85 | Revalues: 201700 | GridSize: 300
Generation 86 | Revalues: 203180 | GridSize: 300
Generation 87 | Revalues: 204470 | GridSize: 300
Generation 88 | Revalues: 205580 | GridSize: 300
Generation 89 | Revalues: 207410 | GridSize: 300
Generation 90 | Revalues: 208690 | GridSize: 300
Generation 91 | Revalues: 209990 | GridSize: 300
Generation 92 | Revalues: 211300 | GridSize: 300
Generation 93 | Revalues: 212750 | GridSize: 300
Generation 94 | Revalues: 214680 | GridSize: 300
Generation 95 | Revalues: 215920 | GridSize: 300
Generation 96 | Revalues: 217150 | GridSize: 300
Generation 97 | Revalues: 218600 | GridSize: 300
Generation 98 | Revalues: 220130 | GridSize: 300
Generation 99 | Revalues: 221630 | GridSize: 300
Generation 100 | Revalues: 222920 | GridSize: 300
Generation 101 | Revalues: 224120 | GridSize: 299
Generation 102 | Revalues: 225510 | GridSize: 300
Generation 103 | Revalues: 226690 | GridSize: 300
Generation 104 | Revalues: 228150 | GridSize: 300
Generation 105 | Revalues: 229410 | GridSize: 300
Generation 106 | Revalues: 230810 | GridSize: 300
Generation 107 | Revalues: 232250 | GridSize: 300
Generation 108 | Revalues: 233410 | GridSize: 300
Generation 109 | Revalues: 234550 | GridSize: 300
Generation 110 | Revalues: 235820 | GridSize: 300
Generation 111 | Revalues: 237220 | GridSize: 300
Generation 112 | Revalues: 238320 | GridSize: 300
Generation 113 | Revalues: 239560 | GridSize: 300
Generation 114 | Revalues: 240720 | GridSize: 300
Generation 115 | Revalues: 241970 | GridSize: 300
Generation 116 | Revalues: 243420 | GridSize: 300
Generation 117 | Revalues: 244660 | GridSize: 300
