,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,1.3847483862723569,1.0586304942390148,0.8343969780230498,0.5335430328214066,0.0
spearman,0.02898309907884812,-0.006597096497084363,-0.3339281975829551,-0.4286076019757919,-0.5559910440145374
