,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,0.21101829293418017,0.005953056479496813,0.09285757853025844,0.06499696130800368,0.0
spearman,0.05797684302605451,0.14162019757335148,0.12247411985520987,0.3081663534243504,0.46224894055668114
