,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,1.3579385609107097,0.9437379515852906,0.3258749890300553,0.05785901463458843,0.0
spearman,0.0981084317480703,0.07135663642490012,-0.18038016678174093,-0.39996638087448816,-0.5616495693263738
