Generation 0 | Revalues: 100 | GridSize: 10
Generation 1 | Revalues: 42410 | GridSize: 298
Generation 2 | Revalues: 50430 | GridSize: 300
Generation 3 | Revalues: 54450 | GridSize: 300
Generation 4 | Revalues: 57040 | GridSize: 300
Generation 5 | Revalues: 59000 | GridSize: 300
Generation 6 | Revalues: 63740 | GridSize: 299
Generation 7 | Revalues: 66860 | GridSize: 300
Generation 8 | Revalues: 69670 | GridSize: 300
Generation 9 | Revalues: 71190 | GridSize: 300
Generation 10 | Revalues: 74820 | GridSize: 300
Generation 11 | Revalues: 76810 | GridSize: 300
Generation 12 | Revalues: 78400 | GridSize: 300
Generation 13 | Revalues: 80080 | GridSize: 300
Generation 14 | Revalues: 83880 | GridSize: 300
Generation 15 | Revalues: 85820 | GridSize: 293
Generation 16 | Revalues: 88170 | GridSize: 300
Generation 17 | Revalues: 90440 | GridSize: 300
Generation 18 | Revalues: 92260 | GridSize: 299
Generation 19 | Revalues: 94410 | GridSize: 297
Generation 20 | Revalues: 96950 | GridSize: 300
Generation 21 | Revalues: 98950 | GridSize: 300
Generation 22 | Revalues: 100400 | GridSize: 300
Generation 23 | Revalues: 102500 | GridSize: 300
Generation 24 | Revalues: 104020 | GridSize: 300
Generation 25 | Revalues: 105390 | GridSize: 300
Generation 26 | Revalues: 107210 | GridSize: 300
Generation 27 | Revalues: 108900 | GridSize: 300
Generation 28 | Revalues: 110530 | GridSize: 299
Generation 29 | Revalues: 111650 | GridSize: 300
Generation 30 | Revalues: 113250 | GridSize: 300
Generation 31 | Revalues: 114610 | GridSize: 298
Generation 32 | Revalues: 115960 | GridSize: 299
Generation 33 | Revalues: 117710 | GridSize: 300
Generation 34 | Revalues: 119110 | GridSize: 298
Generation 35 | Revalues: 120400 | GridSize: 300
Generation 36 | Revalues: 122310 | GridSize: 300
Generation 37 | Revalues: 124290 | GridSize: 300
Generation 38 | Revalues: 125910 | GridSize: 300
Generation 39 | Revalues: 128080 | GridSize: 300
Generation 40 | Revalues: 129420 | GridSize: 300
Generation 41 | Revalues: 130970 | GridSize: 300
Generation 42 | Revalues: 132150 | GridSize: 300
Generation 43 | Revalues: 133400 | GridSize: 300
Generation 44 | Revalues: 135140 | GridSize: 300
Generation 45 | Revalues: 136480 | GridSize: 300
Generation 46 | Revalues: 137830 | GridSize: 300
Generation 47 | Revalues: 139030 | GridSize: 300
Generation 48 | Revalues: 140530 | GridSize: 300
Generation 49 | Revalues: 142000 | GridSize: 300
Generation 50 | Revalues: 143400 | GridSize: 300
Generation 51 | Revalues: 144900 | GridSize: 300
Generation 52 | Revalues: 146780 | GridSize: 300
Generation 53 | Revalues: 148340 | GridSize: 300
Generation 54 | Revalues: 149650 | GridSize: 300
Generation 55 | Revalues: 150950 | GridSize: 298
Generation 56 | Revalues: 152640 | GridSize: 300
Generation 57 | Revalues: 153940 | GridSize: 298
Generation 58 | Revalues: 155470 | GridSize: 300
Generation 59 | Revalues: 156790 | GridSize: 300
Generation 60 | Revalues: 158130 | GridSize: 300
Generation 61 | Revalues: 159370 | GridSize: 300
Generation 62 | Revalues: 160770 | GridSize: 300
Generation 63 | Revalues: 162250 | GridSize: 300
Generation 64 | Revalues: 163550 | GridSize: 300
Generation 65 | Revalues: 164810 | GridSize: 299
Generation 66 | Revalues: 166820 | GridSize: 300
Generation 67 | Revalues: 168280 | GridSize: 300
Generation 68 | Revalues: 169700 | GridSize: 300
Generation 69 | Revalues: 171130 | GridSize: 300
Generation 70 | Revalues: 172400 | GridSize: 300
Generation 71 | Revalues: 173910 | GridSize: 300
Generation 72 | Revalues: 175040 | GridSize: 300
Generation 73 | Revalues: 176490 | GridSize: 300
Generation 74 | Revalues: 177880 | GridSize: 300
Generation 75 | Revalues: 179140 | GridSize: 297
Generation 76 | Revalues: 180270 | GridSize: 300
Generation 77 | Revalues: 181590 | GridSize: 300
Generation 78 | Revalues: 182900 | GridSize: 300
Generation 79 | Revalues: 184050 | GridSize: 300
Generation 80 | Revalues: 185420 | GridSize: 300
Generation 81 | Revalues: 186670 | GridSize: 300
Generation 82 | Revalues: 188350 | GridSize: 300
Generation 83 | Revalues: 189550 | GridSize: 300
Generation 84 | Revalues: 191120 | GridSize: 299
Generation 85 | Revalues: 192610 | GridSize: 300
Generation 86 | Revalues: 194000 | GridSize: 300
Generation 87 | Revalues: 195150 | GridSize: 300
Generation 88 | Revalues: 196270 | GridSize: 299
Generation 89 | Revalues: 197430 | GridSize: 298
Generation 90 | Revalues: 198750 | GridSize: 300
Generation 91 | Revalues: 199810 | GridSize: 300
Generation 92 | Revalues: 201590 | GridSize: 300
Generation 93 | Revalues: 203760 | GridSize: 300
Generation 94 | Revalues: 204980 | GridSize: 300
Generation 95 | Revalues: 206130 | GridSize: 300
Generation 96 | Revalues: 207380 | GridSize: 300
Generation 97 | Revalues: 208710 | GridSize: 300
Generation 98 | Revalues: 210000 | GridSize: 300
Generation 99 | Revalues: 211480 | GridSize: 299
Generation 100 | Revalues: 212590 | GridSize: 300
Generation 101 | Revalues: 213870 | GridSize: 300
Generation 102 | Revalues: 215250 | GridSize: 300
Generation 103 | Revalues: 216780 | GridSize: 300
Generation 104 | Revalues: 218380 | GridSize: 300
Generation 105 | Revalues: 219750 | GridSize: 300
Generation 106 | Revalues: 221310 | GridSize: 300
Generation 107 | Revalues: 222500 | GridSize: 300
Generation 108 | Revalues: 223910 | GridSize: 300
Generation 109 | Revalues: 225230 | GridSize: 300
Generation 110 | Revalues: 226460 | GridSize: 300
Generation 111 | Revalues: 227760 | GridSize: 300
Generation 112 | Revalues: 228890 | GridSize: 300
Generation 113 | Revalues: 230210 | GridSize: 300
Generation 114 | Revalues: 231580 | GridSize: 300
Generation 115 | Revalues: 232640 | GridSize: 300
Generation 116 | Revalues: 233810 | GridSize: 300
Generation 117 | Revalues: 235080 | GridSize: 300
Generation 118 | Revalues: 236230 | GridSize: 300
Generation 119 | Revalues: 237300 | GridSize: 300
Generation 120 | Revalues: 238760 | GridSize: 300
Generation 121 | Revalues: 239960 | GridSize: 300
Generation 122 | Revalues: 241230 | GridSize: 300
Generation 123 | Revalues: 242320 | GridSize: 300
Generation 124 | Revalues: 243540 | GridSize: 300
Generation 125 | Revalues: 244570 | GridSize: 300
Generation 126 | Revalues: 245710 | GridSize: 300
Generation 127 | Revalues: 247260 | GridSize: 300
Generation 128 | Revalues: 248460 | GridSize: 300
Generation 129 | Revalues: 249610 | GridSize: 300
Generation 130 | Revalues: 250790 | GridSize: 300
Generation 131 | Revalues: 251890 | GridSize: 300
Generation 132 | Revalues: 253220 | GridSize: 300
Generation 133 | Revalues: 254840 | GridSize: 300
Generation 134 | Revalues: 255920 | GridSize: 300
Generation 135 | Revalues: 257130 | GridSize: 300
Generation 136 | Revalues: 258260 | GridSize: 300
Generation 137 | Revalues: 259390 | GridSize: 300
Generation 138 | Revalues: 260520 | GridSize: 300
Generation 139 | Revalues: 262040 | GridSize: 300
Generation 140 | Revalues: 263280 | GridSize: 300
Generation 141 | Revalues: 264450 | GridSize: 300
Generation 142 | Revalues: 265550 | GridSize: 300
Generation 143 | Revalues: 266750 | GridSize: 300
Generation 144 | Revalues: 267960 | GridSize: 300
Generation 145 | Revalues: 269220 | GridSize: 300
Generation 146 | Revalues: 270600 | GridSize: 300
Generation 147 | Revalues: 271830 | GridSize: 300
Generation 148 | Revalues: 273040 | GridSize: 300
Generation 149 | Revalues: 274310 | GridSize: 300
Generation 150 | Revalues: 275520 | GridSize: 300
Generation 151 | Revalues: 276670 | GridSize: 300
Generation 152 | Revalues: 277840 | GridSize: 300
Generation 153 | Revalues: 279330 | GridSize: 300
Generation 154 | Revalues: 280640 | GridSize: 300
Generation 155 | Revalues: 281880 | GridSize: 300
Generation 156 | Revalues: 283100 | GridSize: 300
Generation 157 | Revalues: 284230 | GridSize: 300
Generation 158 | Revalues: 285420 | GridSize: 300
Generation 159 | Revalues: 286660 | GridSize: 300
Generation 160 | Revalues: 288140 | GridSize: 299
Generation 161 | Revalues: 289310 | GridSize: 300
Generation 162 | Revalues: 290350 | GridSize: 300
Generation 163 | Revalues: 291610 | GridSize: 300
Generation 164 | Revalues: 292720 | GridSize: 300
Generation 165 | Revalues: 294100 | GridSize: 300
Generation 166 | Revalues: 295510 | GridSize: 300
Generation 167 | Revalues: 296710 | GridSize: 300
Generation 168 | Revalues: 297870 | GridSize: 300
Generation 169 | Revalues: 299000 | GridSize: 300
Generation 170 | Revalues: 300080 | GridSize: 300
Generation 171 | Revalues: 301150 | GridSize: 300
Generation 172 | Revalues: 302190 | GridSize: 300
Generation 173 | Revalues: 303330 | GridSize: 300
Generation 174 | Revalues: 304630 | GridSize: 300
Generation 175 | Revalues: 305840 | GridSize: 300
Generation 176 | Revalues: 307220 | GridSize: 297
Generation 177 | Revalues: 308340 | GridSize: 300
Generation 178 | Revalues: 309450 | GridSize: 300
Generation 179 | Revalues: 310530 | GridSize: 300
Generation 180 | Revalues: 311740 | GridSize: 300
